Pianta,Sintomo_Visibile,Umidita,Temperatura,Ore_Luce,Diagnosi_Lab
Peperone,Foglie_Gialle,0.3953812512516943,23.268169735474533,5.0765809819675,Afidi
Lattuga,Nessuna,0.43578434702724156,22.0560257099647,8.474026788428018,Sano
Lattuga,Nessuna,0.4964884167036557,22.38739625265699,6.109189999420067,Sano
Rosa,Muffa_Bianca,0.639585108331285,27.148662215151887,4.480023464843886,Oidio
Basilico,Nessuna,0.576265274565702,24.90763112871439,9.418382711982986,Sano
Basilico,Foglie_Secche,0.26537082738206075,17.746903192527814,7.640915642255793,Stress_Idrico
Menta,Nessuna,0.5855525616854289,22.22744180848954,9.319727488178758,Sano
Basilico,Macchie_Fogliari,0.8193479481104277,19.63772816530394,8.969526352423657,Peronospora
Peperone,Foglie_Arricciate,0.505940797852193,22.296499930948375,7.188896589132364,Virosi
Menta,Ragnatele,0.2277565728509879,19.75664399481269,5.119828189407854,Ragnetto_Rosso
Pomodoro,Macchie_Fogliari,0.8635640913276716,26.746916044212114,7.5695555432093125,Peronospora
Peperone,Muffa_Bianca,0.7395833200193576,22.07416156874025,5.255118768128703,Oidio
Fragola,Muffa_Bianca,0.8173314482888807,15.210421180976843,9.197654500566745,Botrite
Pomodoro,Macchie_Fogliari,0.8810687575092219,26.033169119406566,6.318227333076477,Peronospora
Peperone,Foglie_Arricciate,0.6197049159542972,29.24879801443266,11.764473431406433,Virosi
Fragola,Macchie_Fogliari,0.8363135470379418,25.74944460937992,7.028955464691861,Ruggine
Menta,Macchie_Fogliari,0.6031922838168887,28.957268510408184,6.377043131369468,Ruggine
Pomodoro,Marciume_Apicale,0.48157055901975404,22.016634998055096,6.936962531090915,Carenza_Calcio
Rosa,Nessuna,0.42793074784232665,24.388858451573377,8.304378938597173,Sano
Fragola,Macchie_Fogliari,0.7079386468934438,33.3919109958457,11.242835077884745,Ruggine
Fragola,Muffa_Bianca,0.7493494829406091,28.13922630510505,5.315085932769961,Botrite
Menta,Macchie_Fogliari,0.7052295424752069,15.209301520846942,7.34469776458986,Ruggine
Menta,Nessuna,0.438954004929876,23.640869316884405,8.402794310669698,Sano
Rosa,Macchie_Fogliari,0.817998071958415,24.5976067792555,4.588679149281683,Ruggine
Zucchina,Foglie_Arricciate,0.6934131886010095,34.53253786842539,7.572926895615889,Virosi
Menta,Ragnatele,0.2856254562507669,32.71712957154217,6.000200759888935,Ragnetto_Rosso
Rosa,Ragnatele,0.2813057221265114,25.45065957256591,6.550784205979878,Ragnetto_Rosso
Menta,Ragnatele,0.35041390250215365,29.32856570857682,6.352346978969662,Ragnetto_Rosso
Peperone,Muffa_Bianca,0.6008348534413427,19.816206378574034,4.41656066045991,Oidio
Fragola,Muffa_Bianca,0.7531522577032914,20.049687533813582,4.882331051251387,Botrite
Rosa,Muffa_Bianca,0.7060724344281117,33.845059520828414,9.170708633212044,Oidio
Basilico,Macchie_Fogliari,0.8158885592548474,16.51167184826345,5.976513290382575,Peronospora
Lattuga,Nessuna,0.5606507126837709,24.3587530644932,9.253894940577748,Sano
Peperone,Macchie_Fogliari,0.7452655180430107,27.057885054406412,9.800985430429867,Peronospora
Rosa,Macchie_Fogliari,0.7377072876461791,25.639139990591808,4.215235249600126,Ruggine
Fragola,Macchie_Fogliari,0.6166526308064249,18.143280471213103,8.845002132983057,Ruggine
Rosa,Ragnatele,0.3896752974819733,18.148136973217703,5.091981877017268,Ragnetto_Rosso
Lattuga,Foglie_Gialle,0.5585656448222127,29.4321054914851,10.424441652518002,Carenza_Ferro
Pomodoro,Marciume_Apicale,0.45866828512297764,32.46924734057313,11.603638721732338,Carenza_Calcio
Zucchina,Nessuna,0.49580614050200733,22.199400815101125,6.80846242424667,Sano
Rosa,Nessuna,0.5354455864072706,23.401981614031236,8.916707990501068,Sano
Basilico,Nessuna,0.4491867846798008,20.68646762368192,8.941440408041558,Sano
Zucchina,Muffa_Bianca,0.6747716979331009,19.422819526019556,11.414282423818165,Oidio
Zucchina,Muffa_Bianca,0.6131830424563465,31.76690506376598,6.118879912210186,Oidio
Peperone,Macchie_Fogliari,0.8005461687259592,26.030430116503688,9.2140390215479,Peronospora
Pomodoro,Macchie_Fogliari,0.6105091843987003,33.74215170599894,11.927142814800058,Virosi
Pomodoro,Nessuna,0.516647705579663,21.178550407035527,6.400912201929144,Sano
Peperone,Nessuna,0.46100532775608494,24.798750440522976,9.950133351029166,Sano
Pomodoro,Macchie_Fogliari,0.8294305486290925,27.945493869192916,7.429646886034708,Peronospora
Lattuga,Foglie_Secche,0.04615138514835173,28.848791685923644,8.886550454161284,Stress_Idrico
Basilico,Macchie_Fogliari,0.8892174571191436,30.494631434443647,4.108963261004349,Peronospora
Zucchina,Foglie_Arricciate,0.5593013511299018,19.100346118144756,10.599120794503305,Virosi
Pomodoro,Foglie_Arricciate,0.6502484362404082,23.725631323975662,5.551426672727429,Virosi
Menta,Nessuna,0.4939289895658938,24.73429584445885,9.313285179241602,Sano
Rosa,Muffa_Bianca,0.703251194576609,20.866896605266046,11.119507806310068,Oidio
Pomodoro,Marciume_Apicale,0.45523133791198217,30.53391596090723,4.949570086291644,Carenza_Calcio
Menta,Nessuna,0.4583612199466049,21.085172334687446,6.117313780775234,Sano
Menta,Macchie_Fogliari,0.778456233326376,23.202277214460608,8.688103219005772,Ruggine
Peperone,Foglie_Secche,0.18486459070070876,24.42390994350555,6.78670553980873,Stress_Idrico
Menta,Nessuna,0.5169254013155743,23.50363555727503,7.391314133150576,Sano
Fragola,Macchie_Fogliari,0.8718972002429629,30.02544720719642,5.778710278616745,Ruggine
Zucchina,Nessuna,0.5043924482553892,24.83823457349096,6.940564711721493,Sano
Fragola,Macchie_Fogliari,0.6463791061343547,26.655493265119297,9.491997191824128,Ruggine
Fragola,Muffa_Bianca,0.6056714887228504,28.93909634789759,4.264545600194778,Botrite
Fragola,Nessuna,0.42485115626559855,21.94935864998704,9.282646979153327,Sano
Basilico,Nessuna,0.5067979984339698,24.393698430546085,9.80043401146698,Sano
Rosa,Muffa_Bianca,0.7337880421433629,19.58114770258876,7.236495808955556,Oidio
Pomodoro,Marciume_Apicale,0.424869730394419,18.387244665498187,7.836439156216367,Carenza_Calcio
Lattuga,Muffa_Bianca,0.7576940819624277,18.21611600807097,11.658778639358982,Oidio
Zucchina,Nessuna,0.40706328236305334,24.911033356715812,7.044630676949791,Sano
Rosa,Muffa_Bianca,0.700306574358347,26.369959563628196,7.281657647194841,Oidio
Rosa,Macchie_Fogliari,0.7965168459163049,16.988651270715998,9.88109894299295,Ruggine
Fragola,Macchie_Fogliari,0.651552126277275,34.15632697998846,7.066339975641321,Ruggine
Lattuga,Foglie_Arricciate,0.6477827027860311,17.842796577425094,5.109899388207013,Afidi
Zucchina,Nessuna,0.40648440761547017,24.75254701863735,6.621041485930991,Sano
Menta,Nessuna,0.46327836839859826,20.240786592331894,9.304642408702447,Sano
Pomodoro,Nessuna,0.44152122393784826,24.306980799515724,8.015567645171876,Sano
Zucchina,Macchie_Fogliari,0.6139959667820389,24.796624330575945,5.699764736599802,Virosi
Menta,Macchie_Fogliari,0.6771286104330874,29.40769804620569,4.582956050151766,Ruggine
Peperone,Muffa_Bianca,0.6954650329937475,31.17982527312147,6.496354387538432,Oidio
Menta,Ragnatele,0.24465826680445446,21.610307381857417,4.645556291340957,Ragnetto_Rosso
Peperone,Macchie_Fogliari,0.7203196020878962,17.307759528189315,7.479758435028795,Virosi
Pomodoro,Marciume_Apicale,0.4541056553199558,24.053628325842094,9.559250206130365,Carenza_Calcio
Fragola,Macchie_Fogliari,0.6058856394063976,26.931016933223137,7.621332343533591,Ruggine
Lattuga,Muffa_Bianca,0.7208302618422052,34.36698224886196,9.902329659550194,Botrite
Menta,Macchie_Fogliari,0.8432631805801648,15.76742959009355,11.830946536121438,Ruggine
Basilico,Macchie_Fogliari,0.7776778415626945,32.20402223608457,7.232186018541997,Peronospora
Peperone,Nessuna,0.4525879082946422,20.904725661983008,6.082945585923332,Sano
Lattuga,Foglie_Secche,0.20279923346202158,20.480605165780958,10.608741033649274,Stress_Idrico
Pomodoro,Marciume_Apicale,0.5572859307785567,30.988591984616036,5.444874279167773,Carenza_Calcio
Rosa,Muffa_Bianca,0.7825363432706673,33.663485520663464,6.202663180829157,Oidio
Zucchina,Muffa_Bianca,0.6884942166519656,30.661382512242085,4.45143944939649,Oidio
Fragola,Muffa_Bianca,0.6188096207658837,20.637277714565595,11.37002445344067,Botrite
Lattuga,Nessuna,0.5243733714030153,23.372578870740746,8.245739231582725,Sano
Fragola,Muffa_Bianca,0.8017109726260063,31.576251676813442,8.844511222359682,Botrite
Menta,Macchie_Fogliari,0.8327822501883608,19.501142664431864,9.395619533342042,Ruggine
Pomodoro,Macchie_Fogliari,0.8841267407490772,20.36171926855932,5.373648599155211,Peronospora
Fragola,Muffa_Bianca,0.856745767846983,27.959278554025527,11.60683866441671,Botrite
Fragola,Muffa_Bianca,0.6447988097193322,20.06446850632757,5.454840258510711,Botrite
Zucchina,Foglie_Arricciate,0.6238482678622417,21.3441616318118,10.512150876473992,Virosi
Menta,Ragnatele,0.25270357073583805,33.523820225592196,9.633886784894788,Ragnetto_Rosso
Pomodoro,Macchie_Fogliari,0.7131255535310855,21.821908997893633,4.462913042106164,Peronospora
Lattuga,Nessuna,0.4790706282873046,24.70393954057771,8.00987256846839,Sano
Menta,Nessuna,0.5625397690949929,23.909200727463624,8.758823155182373,Sano
Basilico,Macchie_Fogliari,0.7007219104873542,31.207093754810757,9.479557005591406,Peronospora
Peperone,Foglie_Arricciate,0.4781731478201552,22.615123725752973,11.729058851269576,Afidi
Peperone,Nessuna,0.5308775204633934,21.663683569200096,9.284757089123326,Sano
Zucchina,Macchie_Fogliari,0.638574441395191,31.516538824513223,8.854428429349241,Virosi
Rosa,Muffa_Bianca,0.8082472477223043,24.697974040826445,9.970936126853072,Oidio
Fragola,Muffa_Bianca,0.653930721187223,24.55911360776831,6.770318258868348,Botrite
Lattuga,Foglie_Secche,0.22210277684485324,34.39320029292536,11.741348232701634,Stress_Idrico
Peperone,Foglie_Secche,0.17123959255866258,18.977407295887275,6.363991395733656,Stress_Idrico
Pomodoro,Macchie_Fogliari,0.753464395253202,22.196985911192865,9.946688240539324,Virosi
Zucchina,Muffa_Bianca,0.681956104228029,30.260295046338676,11.405492051910645,Oidio
Basilico,Nessuna,0.40083626578502896,20.48358309692806,9.207155556024187,Sano
Basilico,Foglie_Secche,0.17554657557392597,33.31004005627095,11.567726392100557,Stress_Idrico
Zucchina,Muffa_Bianca,0.659439033936426,15.418847196411793,6.419728848787978,Oidio
Menta,Ragnatele,0.27792302928347,21.29862343073654,5.763410954881716,Ragnetto_Rosso
Peperone,Foglie_Secche,0.20710213672821476,25.750630912337932,7.266264936929364,Stress_Idrico
Basilico,Macchie_Fogliari,0.7110229774421875,15.331862495180864,9.480549107262366,Peronospora
Basilico,Foglie_Secche,0.10698552373882982,25.929342835141576,9.997378541623892,Stress_Idrico
Menta,Nessuna,0.5726313880389073,23.70753392726076,7.353102213786194,Sano
Fragola,Muffa_Bianca,0.8265869090306645,18.94144174123344,8.70357678008633,Botrite
Lattuga,Macchie_Fogliari,0.7351332167132276,34.142117703361876,7.610921240300219,Virosi
Pomodoro,Macchie_Fogliari,0.8516069510851353,34.33809249374144,7.46165069430354,Peronospora
Pomodoro,Marciume_Apicale,0.5150429433890357,19.213157815109856,9.82450042993715,Carenza_Calcio
Pomodoro,Nessuna,0.4091486514699908,22.837176356473144,6.7777527131565884,Sano
Menta,Macchie_Fogliari,0.8474858425854846,15.177252406780504,11.115993269998096,Ruggine
Zucchina,Foglie_Arricciate,0.6843907083552827,18.33431467549046,6.7661286551955335,Virosi
Pomodoro,Marciume_Apicale,0.5685178407079893,32.64590696200011,4.935036954374873,Carenza_Calcio
Menta,Ragnatele,0.24585810418781695,27.83414416243941,4.97327816346327,Ragnetto_Rosso
Pomodoro,Marciume_Apicale,0.4964410801332232,30.737049165155355,5.391391055716457,Carenza_Calcio
Basilico,Foglie_Gialle,0.3806186941343431,28.753395463894055,9.362952411392676,Afidi
Fragola,Macchie_Fogliari,0.7428638295512215,16.073639812007674,9.119076926422517,Ruggine
Zucchina,Muffa_Bianca,0.6899850051831832,21.239257165782565,6.6895994576529265,Oidio
Lattuga,Nessuna,0.5722492160106818,20.233330933441007,8.154940130145935,Sano
Menta,Nessuna,0.48779278466102965,21.140130113830462,6.22784603075841,Sano
Zucchina,Muffa_Bianca,0.7286707736551914,16.415360369502295,4.056724396670774,Oidio
Menta,Ragnatele,0.3395745312311788,19.68481559758966,9.541786715607941,Ragnetto_Rosso
Basilico,Foglie_Gialle,0.678219376404984,26.174049988852943,6.132340426784561,Afidi
Pomodoro,Nessuna,0.44941951535614183,21.977856894497904,9.804602375090644,Sano
Rosa,Ragnatele,0.31917653082177744,19.025550413605117,9.140198006432442,Ragnetto_Rosso
Lattuga,Nessuna,0.49842905496900347,21.323154997934616,7.825316772161411,Sano
Basilico,Foglie_Arricciate,0.6397849157390052,29.358379820811614,11.80175262147321,Afidi
Rosa,Ragnatele,0.30197162707916475,27.969304629682206,9.574850856200815,Ragnetto_Rosso
Peperone,Marciume_Apicale,0.5281965579178842,23.681005268066638,9.659118220198522,Carenza_Calcio
Basilico,Macchie_Fogliari,0.7977607133305922,34.149823054298025,10.220969546310284,Peronospora
Rosa,Macchie_Fogliari,0.7585067334739515,23.75985541642227,9.46277373805911,Ruggine
Peperone,Macchie_Fogliari,0.4325262658296608,29.900223034856815,6.029202874947477,Virosi
Peperone,Foglie_Secche,0.11067944985136162,16.51147208872771,7.639948872940582,Stress_Idrico
Rosa,Muffa_Bianca,0.7483892750623914,26.76731229017064,9.293538680694047,Oidio
Menta,Ragnatele,0.3624222992924342,26.02915399098355,6.85532421941131,Ragnetto_Rosso
Zucchina,Muffa_Bianca,0.648839890316636,15.323239725273103,4.069080513284562,Oidio
Fragola,Muffa_Bianca,0.7604117375207192,24.98457394789749,6.189980339825013,Botrite
Menta,Ragnatele,0.3489642049219218,15.87006901243031,4.960189651359986,Ragnetto_Rosso
Lattuga,Ragnatele,0.2845437465900552,29.061013242980053,5.9434789287432475,Ragnetto_Rosso
Menta,Macchie_Fogliari,0.7436504719122327,32.56828644574419,4.320610967473106,Ruggine
Fragola,Nessuna,0.4758741897954475,23.639695422015937,9.72326253813194,Sano
Basilico,Nessuna,0.47570296158888725,23.096136454425405,7.295344823696471,Sano
Rosa,Ragnatele,0.2356459823125678,32.834960429898196,4.615242386420516,Ragnetto_Rosso
Menta,Ragnatele,0.32841655690633154,21.819608107024976,7.35989701432885,Ragnetto_Rosso
Basilico,Foglie_Secche,0.23088804575002939,17.913676302773847,4.068631066877158,Stress_Idrico
Fragola,Macchie_Fogliari,0.886821281696027,30.83138090145698,7.005779873616668,Ruggine
Menta,Nessuna,0.5330565095149706,24.18228290561502,8.830310661483143,Sano
Peperone,Muffa_Bianca,0.8604787597585907,24.99527362350489,4.963812480153785,Oidio
Pomodoro,Marciume_Apicale,0.5992240255177403,27.029368680681124,9.09399149728872,Carenza_Calcio
Lattuga,Macchie_Fogliari,0.6903332463459695,31.505645228277682,11.246656107595637,Virosi
Lattuga,Foglie_Secche,0.04805776066521313,25.113402800660374,10.06853057462071,Stress_Idrico
Rosa,Ragnatele,0.3158985830268498,23.998078689708766,9.375225347674084,Ragnetto_Rosso
Fragola,Muffa_Bianca,0.8651201298928144,17.612114462479855,4.1522942214118705,Botrite
Lattuga,Foglie_Arricciate,0.5598441512881052,17.25259253757338,6.558092249702486,Virosi
Fragola,Muffa_Bianca,0.8041421412788657,33.99998549280924,10.46777768482617,Botrite
Peperone,Muffa_Bianca,0.8979584432821457,22.536736270165658,9.604967318011704,Botrite
Basilico,Foglie_Secche,0.04246877612386322,15.426532222166198,8.638164244188683,Stress_Idrico
Fragola,Macchie_Fogliari,0.7646936793463177,21.55250406186324,5.519185126338026,Ruggine
Rosa,Ragnatele,0.3505738783120418,28.73524686058881,10.833403038313282,Ragnetto_Rosso
Lattuga,Macchie_Fogliari,0.6958786429773671,23.738670686342942,4.091002181408453,Ruggine
Menta,Macchie_Fogliari,0.7747584392601625,32.16177367464216,8.323554169952992,Ruggine
Pomodoro,Marciume_Apicale,0.549124881419357,29.04841686997016,11.087628422763405,Carenza_Calcio
Zucchina,Muffa_Bianca,0.7018265517830157,25.336293100644625,5.904535615988986,Oidio
Lattuga,Muffa_Bianca,0.8901928379957798,24.71778617269969,9.259006476175559,Oidio
Menta,Macchie_Fogliari,0.6126424833514361,28.827826756058762,11.38946655636289,Ruggine
Pomodoro,Macchie_Fogliari,0.8702169392716703,25.594255978931862,6.692396996012354,Peronospora
Menta,Nessuna,0.431103547793594,24.27951731184239,8.500890284859084,Sano
Basilico,Foglie_Secche,0.11176859751122599,17.19911693447563,8.031638747650575,Stress_Idrico
Rosa,Nessuna,0.5324366514870686,21.419488527679395,8.174736549615327,Sano
Peperone,Nessuna,0.4302583079313453,20.259250404102414,8.97967042958999,Sano
Rosa,Ragnatele,0.30661270649040406,24.049126541609326,7.692424595980585,Ragnetto_Rosso
Rosa,Macchie_Fogliari,0.7680346480378658,34.14791869338261,8.5942014074339,Ruggine
Pomodoro,Macchie_Fogliari,0.7009862425887798,19.306158235536437,4.92317421580898,Peronospora
Lattuga,Foglie_Secche,0.1579433319873071,18.652625566154192,10.726973468928657,Stress_Idrico
Rosa,Ragnatele,0.2650255039375263,24.009684609689764,6.277249974240963,Ragnetto_Rosso
Menta,Nessuna,0.4960277267632903,21.669793507733477,8.542678056070105,Sano
Pomodoro,Marciume_Apicale,0.42852988716960644,29.563498304894622,9.984244188736103,Carenza_Calcio
Fragola,Muffa_Bianca,0.7936815128115854,15.999649688177005,5.624807782993353,Botrite
Fragola,Nessuna,0.5181261961718837,24.587152297049812,9.367763941531027,Sano
Rosa,Nessuna,0.5364018505555747,21.29596271686935,6.978625160567409,Sano
Pomodoro,Macchie_Fogliari,0.8384179750070774,16.26901562306858,10.787011837494031,Peronospora
Rosa,Ragnatele,0.36071639864868277,22.82811617584153,7.6985653424250655,Ragnetto_Rosso
Zucchina,Foglie_Arricciate,0.5772313245398952,27.548287924635154,9.41534138489591,Virosi
Fragola,Macchie_Fogliari,0.6665780495496448,27.487410117654882,10.478145939195334,Ruggine
Fragola,Muffa_Bianca,0.7567085061798211,16.215399345419122,5.637606456453723,Botrite
Fragola,Macchie_Fogliari,0.6040783587090185,24.879504455397196,10.04306022846343,Ruggine
Pomodoro,Nessuna,0.5563249663021841,23.282264811044175,6.278158451733155,Sano
Menta,Ragnatele,0.3634491370081403,23.11892484283873,11.740865372131747,Ragnetto_Rosso
Menta,Nessuna,0.41755824041577144,23.629651334915483,8.843614287343069,Sano
Peperone,Foglie_Arricciate,0.6739952071519899,20.50050376098661,4.076185065376645,Virosi
Peperone,Foglie_Arricciate,0.5113471764848535,33.07446215986549,9.084363777989108,Virosi
Lattuga,Foglie_Secche,0.21481858451591504,25.1406299430414,10.97838758944097,Stress_Idrico
Lattuga,Foglie_Secche,0.1830440360613518,15.843625742980967,5.544349221454392,Stress_Idrico
Rosa,Nessuna,0.4088163915688956,21.301878122270164,9.216621160124582,Sano
Pomodoro,Macchie_Fogliari,0.8237905864420247,24.127264357529583,7.184010490822741,Peronospora
Basilico,Foglie_Arricciate,0.5508327161222125,27.270977761075265,8.36593679820485,Afidi
Rosa,Ragnatele,0.24002851310225679,32.6919909574588,9.826280452087019,Ragnetto_Rosso
Peperone,Nessuna,0.5947515699519816,21.3883098818333,6.506299945319119,Sano
Pomodoro,Macchie_Fogliari,0.8575161979240429,27.06940557366265,4.706314255802997,Peronospora
Pomodoro,Marciume_Apicale,0.596355413933753,27.998216509287253,9.598738340684388,Carenza_Calcio
Lattuga,Nessuna,0.5252426619358757,24.48268572118054,7.3883419987628045,Sano
Rosa,Muffa_Bianca,0.8500595192312708,26.344074805904498,5.837420334243203,Oidio
Fragola,Nessuna,0.5912049131788147,23.318755196789763,8.190079721594376,Sano
Lattuga,Nessuna,0.5693513188531047,22.091933439663848,8.672484992192896,Sano
Fragola,Nessuna,0.4232370304603185,24.664520343089755,6.305820925587392,Sano
Lattuga,Foglie_Secche,0.2404472003323265,28.128301919370994,7.324527279837432,Stress_Idrico
Basilico,Foglie_Secche,0.267559577665118,23.02635154597121,10.800972919671576,Stress_Idrico
Fragola,Muffa_Bianca,0.8095337913516718,34.12521244640499,6.340804772014857,Botrite
Zucchina,Macchie_Fogliari,0.5545044299306061,33.77458856367304,4.370642361506515,Virosi
Rosa,Nessuna,0.43389939346765405,24.511305788413136,6.510595837164327,Sano
Basilico,Nessuna,0.5468555735951028,20.97950916525859,7.782277942354204,Sano
Fragola,Macchie_Fogliari,0.8784741808493701,24.29335867629605,7.54468331791101,Ruggine
Pomodoro,Foglie_Arricciate,0.53857700337588,19.29820410673776,4.524711248594841,Virosi
Rosa,Muffa_Bianca,0.7570933735334898,31.443862499983762,7.9990512304014025,Oidio
Fragola,Muffa_Bianca,0.7064091303304707,22.325097699117954,5.275491547042619,Botrite
Rosa,Ragnatele,0.23801266289537792,17.26203965494031,7.717718417046433,Ragnetto_Rosso
Peperone,Nessuna,0.4212975581084804,20.02724916972212,9.44521591181913,Sano
Pomodoro,Macchie_Fogliari,0.8834789976190703,29.05195762448624,5.455556215319572,Peronospora
Lattuga,Macchie_Fogliari,0.8238521888812215,32.871491757739605,4.877676226372075,Peronospora
Lattuga,Macchie_Fogliari,0.4642784058011771,15.920081903719023,8.2784747705977,Virosi
Zucchina,Macchie_Fogliari,0.4295688136170768,26.892002353338466,8.22466340182989,Virosi
Lattuga,Nessuna,0.5268501454270317,21.492946305824248,8.415119790632087,Sano
Menta,Ragnatele,0.22286111455707414,28.86047590262177,6.968701810912799,Ragnetto_Rosso
Peperone,Macchie_Fogliari,0.8194832617137725,20.334216360115498,10.282197377694533,Peronospora
Pomodoro,Macchie_Fogliari,0.7885291033718141,20.06867260646001,9.537458373609375,Peronospora
Peperone,Nessuna,0.46863145969102993,24.25419852186014,6.106275097517904,Sano
Peperone,Macchie_Fogliari,0.6825387645442138,31.08523801971205,8.171286960199545,Ruggine
Fragola,Macchie_Fogliari,0.7322425849159768,20.162154715046604,7.52746760037169,Ruggine
Fragola,Macchie_Fogliari,0.7803979627492544,15.199698598863485,11.770348965471157,Ruggine
Pomodoro,Nessuna,0.4559130225132015,20.317465407939157,6.308541753022888,Sano
Menta,Ragnatele,0.3525695647332871,17.526595058781513,5.288360346017353,Ragnetto_Rosso
Basilico,Foglie_Gialle,0.4708908204105786,25.775775379380253,5.478383740919059,Afidi
Basilico,Nessuna,0.44494502954103626,24.01638909322514,6.850708676275259,Sano
Fragola,Macchie_Fogliari,0.6997143352252189,24.341914120077046,5.877965812621985,Ruggine
Pomodoro,Nessuna,0.4535760662101148,23.665091433733394,9.341169752433224,Sano
Basilico,Macchie_Fogliari,0.7598686674229012,30.6902970737275,8.717802702803821,Peronospora
Peperone,Macchie_Fogliari,0.6241727051411999,32.568256970757005,6.057816618373262,Virosi
Zucchina,Nessuna,0.5166451442700458,24.56836100723948,8.338385811881833,Sano
Lattuga,Macchie_Fogliari,0.7362267983955428,15.003368494089154,6.322250002133738,Peronospora
Lattuga,Foglie_Secche,0.07001460686585424,17.146054359961845,6.4139361811470454,Stress_Idrico
Peperone,Foglie_Gialle,0.4210040574283463,19.33314250802775,10.329462591439288,Afidi
Rosa,Macchie_Fogliari,0.6685418039235353,32.78081775558215,10.191023396953863,Ruggine
Basilico,Macchie_Fogliari,0.7539681575595254,31.373750205427616,9.492796616170178,Peronospora
Fragola,Macchie_Fogliari,0.7832563243698121,22.891878605393877,5.835707881502553,Ruggine
Pomodoro,Macchie_Fogliari,0.680334162663637,25.20206420704236,10.611090694325489,Virosi
Fragola,Muffa_Bianca,0.6774567036487735,24.56878829301885,4.308904881438739,Botrite
Rosa,Muffa_Bianca,0.7751570185663524,34.31971285372735,8.13282742813849,Oidio
Menta,Nessuna,0.5706602789627214,24.541402827428577,8.379363139023827,Sano
Menta,Macchie_Fogliari,0.6945681769995792,21.897915767754547,8.662089047520144,Ruggine
Fragola,Macchie_Fogliari,0.8742373883910037,33.24397123771398,6.421577187544137,Ruggine
Zucchina,Foglie_Arricciate,0.44439179728356093,18.532686761716178,9.344722120902077,Virosi
Fragola,Nessuna,0.5548794122649248,24.096862824018466,9.498924380810529,Sano
Peperone,Marciume_Apicale,0.5833915080536292,24.02708172651497,8.804846917064143,Carenza_Calcio
Fragola,Muffa_Bianca,0.8410770920430389,17.161554402893426,4.472382615630525,Botrite
Rosa,Macchie_Fogliari,0.8295380529527041,19.296725374438275,5.341889928075883,Ruggine
Fragola,Muffa_Bianca,0.6827359321340404,18.30851454137951,11.470564946917506,Botrite
Rosa,Macchie_Fogliari,0.7738804337790065,22.830525673343658,4.476368293591169,Ruggine
Pomodoro,Marciume_Apicale,0.4944880070462193,21.819028436048225,6.0035373778466035,Carenza_Calcio
Rosa,Macchie_Fogliari,0.6985195170651953,29.51194659417596,10.03350906613402,Ruggine
Pomodoro,Macchie_Fogliari,0.7741717581860145,21.662970869438848,8.093307013808154,Peronospora
Basilico,Foglie_Arricciate,0.6778055678971787,30.41566145656156,7.219563883332401,Afidi
Fragola,Nessuna,0.4907540087558296,23.20299862204483,7.157674419033166,Sano
Pomodoro,Foglie_Arricciate,0.5472325282905854,20.444786698645647,10.01581642662137,Virosi
Lattuga,Macchie_Fogliari,0.8264381927119561,18.5350889174577,11.85406679754216,Peronospora
Rosa,Ragnatele,0.20231556842948942,16.953128560636074,8.21380133696562,Ragnetto_Rosso
Rosa,Ragnatele,0.3483521788789367,21.34841374483807,6.605462958640858,Ragnetto_Rosso
Menta,Ragnatele,0.23730815936136157,21.811513760092275,7.824944894901409,Ragnetto_Rosso
Basilico,Foglie_Secche,0.1326644382889558,22.08139717225349,9.469571164865256,Stress_Idrico
Menta,Nessuna,0.5164966343385843,22.69762422712445,6.234082163293631,Sano
Menta,Ragnatele,0.26278067353253864,32.39595412302513,7.60486418568252,Ragnetto_Rosso
Pomodoro,Marciume_Apicale,0.4963104213859819,25.02484922374669,8.186482896267963,Carenza_Calcio
Rosa,Muffa_Bianca,0.6642169319379494,33.576577162118355,10.49800517303888,Oidio
Basilico,Macchie_Fogliari,0.7726478373678367,27.97392817497466,10.178102130901785,Peronospora
Basilico,Foglie_Gialle,0.3835861969514459,22.65137731755354,7.077312843987876,Afidi
Menta,Nessuna,0.43285832268964136,20.54311205582575,9.083590005242115,Sano
Zucchina,Muffa_Bianca,0.6216593613603923,17.220063172990848,4.080308082154854,Oidio
Basilico,Foglie_Arricciate,0.37390026086372363,16.307835650837337,10.543291946173525,Afidi
Zucchina,Macchie_Fogliari,0.6096083916130056,23.592786249147284,9.29418539981076,Virosi
Peperone,Foglie_Arricciate,0.6338513597358231,23.41483421180067,5.075530797537945,Afidi
Lattuga,Foglie_Arricciate,0.7530817971576198,26.295469919360897,4.516336240018986,Virosi
Menta,Macchie_Fogliari,0.6600534436803005,30.738829329491143,7.6250560910032705,Ruggine
Basilico,Foglie_Arricciate,0.6517370687327096,17.883685421700655,10.531277597156027,Afidi
Lattuga,Foglie_Gialle,0.4982543616130196,30.916996107665724,8.2656551130426,Afidi
Basilico,Macchie_Fogliari,0.8829061167363886,20.037891844679006,9.834324319749129,Peronospora
Fragola,Muffa_Bianca,0.6859800998527175,28.548362680165816,11.840017295621799,Botrite
Peperone,Macchie_Fogliari,0.8429172159309223,27.96502711911645,7.0128379291015035,Ruggine
Lattuga,Foglie_Secche,0.144417838176744,17.373594915180753,9.419553250371528,Stress_Idrico
Rosa,Ragnatele,0.3473455241520421,27.261150635866873,11.765458900673151,Ragnetto_Rosso
